user_id,retweeted_user_id,user_verified,user_followers_count,favorite_count,user_favourites_count,user_friends_count,text,is_retweet,retweet_count,id_str
2337790794,14335586,False,109784,207,1446,0,"b'RT @Public_Citizen: Your regularly scheduled reminder that Gilead is charging $3,000 for a coronavirus drug that costs less than $10 to pro\xe2\x80\xa6'",True,7352,1340885545128488961
147946955,-1,False,26667,1658,525,2,b'We need to do this asap! #COVID19 https://t.co/DEXNWE4YVx',False,1,1340885579337089025
760236949680578560,-1,False,14210,3118,2765,17,"b'Let me also add, as a reminder,  Dr. @JamesEKHildreth was on the board that approved recommending emergency use of\xe2\x80\xa6 https://t.co/LvPkU70TWp'",False,3,1340885551797456897
230492969,553581707,False,1648,125,437,0,b'RT @DrOlufunmilayo: ATTENTION:\nThere\xe2\x80\x99s a new mutated coronavirus that is just reported in London UK. It is described \xe2\x80\x9cout of control\xe2\x80\x9d and \xe2\x80\x9c\xe2\x80\xa6',True,10863,1340885573251293189
1069873823057633280,21366823,False,147705,34,567,0,b'RT @allkpop: Kim Chung Ha cleared from COVID-19 quarantine\nhttps://t.co/iRpaDHUfaK https://t.co/3k4COAEaaT',True,481,1340885561066831873
713885365,2561714864,False,23353,12077,1335,0,b'RT @RJerop_: Counties should account for all the funds released by the government to help in the fight against covid-19 #FactsOnDoctorsPay\xe2\x80\xa6',True,17,1340885545325572098
825672606112157696,32871086,False,286490,822,3159,0,"b""RT @kylegriffin1: Why are Republicans who've downplayed the seriousness of the coronavirus or who've stood by as their colleagues downplaye\xe2\x80\xa6""",True,6705,1340885577407848449
792995834,358545917,False,6500,2022,1188,0,"b'RT @Cernovich: $900,000,000,000 (size of coronavirus stimulus)\n\ndivided by \n\n330,000,000 (\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 population) \n\nequals \n\n$2,700 per person. That\xe2\x80\xa6'",True,3627,1340885581711233025
1122927090901192705,-1,False,521,72,99,0,b'The UK gov closed all airports and train stations to the European\xe2\x80\xa6\n\nTell the UK gov to prevent their people to trav\xe2\x80\xa6 https://t.co/tzqKJAlzZk',False,0,1340885573091770368
29897850,720139699,False,20393,2775,4985,0,"b'RT @HannaLiubakova: #Belarus closed its borders due to #Covid19 - officially. Now people can only leave via airport. Inside Belarus, Covid\xe2\x80\xa6'",True,138,1340885570537443328
424923977,-1,False,52396,2055,3140,0,b'@7NewsAustralia Maybe they\xe2\x80\x99d prefer their plans to change when their parents are dead due to #COVID19 ?',False,0,1340885572697477124
139498464,1626294277,False,158,1088,436,0,b'RT @spectatorindex: JUST IN: Saudi Arabia closes all its borders to all countries amid concerns over coronavirus mutation',True,3273,1340885564711682048
710810649060741120,1507338108,False,229960,11597,10245,0,"b'RT @Sifill_LDF: Here\xe2\x80\x99s our summary of some of the key provisions and assessment of the #Covid_19 relief bill. Yes, this bill will ensure th\xe2\x80\xa6'",True,208,1340885549381419008
37984018,14335586,False,68989,692,3098,0,"b'RT @Public_Citizen: Your regularly scheduled reminder that Gilead is charging $3,000 for a coronavirus drug that costs less than $10 to pro\xe2\x80\xa6'",True,7352,1340885580343877632
1608587778,105284185,False,70645,456,226,0,"b'RT @anthonyfurey: \xe2\x80\x9cIn a saner world, the burden of proof really should belong to the lockdowners\xe2\x80\x9d\nHere in Canada it also holds true that th\xe2\x80\xa6'",True,110,1340885563981774849
379517721,4696552878,False,102987,746,2275,0,"b'RT @CoriBush: The people deserve to know why they are being denied $2,000 / month survival checks.\n\nCOVID-19 relief should not be debated b\xe2\x80\xa6'",True,7197,1340885549717090304
1516035608,-1,False,40725,286,346,0,b'Mumbai Police use BTS\xe2\x80\x99 lyrics to warn of \xe2\x80\x98Dynamite\xe2\x80\x99 dangers of COVID-19 during festive season https://t.co/GZKvCO95BM',False,0,1340885552325926913
807533767992705024,1138076821533155328,False,142736,888,3736,0,"b'RT @JamaalBowmanNY: BREAKING: Man with an estimated net worth of $34,137,534 thinks $600 is enough.'",True,9188,1340885556511825928
160131888,-1,False,135,137600,74,2,"b'The COVID-19 death toll of Nepalis living abroad has surged past 312, said the Non-Resident Nepali Association on S\xe2\x80\xa6 https://t.co/wIbE0BxGih'",False,1,1340885574346006528
4924254321,98330155,False,58135,1066,1102,0,b'RT @SheilahGashumba: The people supposed to account for it are the same people who stole the money \xf0\x9f\x98\x9d',True,14,1340885581174366208
2763140335,-1,False,90,80,224,0,"b'On Brexit and Coronavirus, Boris Johnson Leaves It\xc2\xa0Late https://t.co/Nj5BVZMmYm'",False,0,1340885554376880129
1859272753,71150575,False,27751,379,991,0,"b'RT @aptly_engineerd: Incarcerated people should be a priority for COVID-19 vaccination, pass it on.'",True,18827,1340885580910084096
2996901234,-1,True,3170,9616,1124,0,"b'A shortened off-season, strict travel measures and contending with the #coronavirus crisis - the #NBA takes a giant\xe2\x80\xa6 https://t.co/plfsDnZBzl'",False,0,1340885570663428097
882295790441562113,759251,False,146611,1119,2372,0,"b""RT @CNN: Married for 30 years, they died together from Covid-19 complications sharing one final embrace \xe2\x80\x94 holding each other's hands and th\xe2\x80\xa6""",True,228,1340885571665866753
1096646820476768257,-1,False,110894,5636,131,7,b'so you mean basically still the same as 2020 https://t.co/nu7e56zRgD',False,0,1340885550396370944
226540001,3047925973,False,11803,153,327,0,b'RT @DrIanWeissman: The FDA\xe2\x80\x99s emergency use authorization of Moderna\xe2\x80\x99s coronavirus vaccine can\xe2\x80\x99t come soon enough for rural communities in t\xe2\x80\xa6',True,3,1340885551851982848
919630476947505152,55857464,False,9058,19,402,0,b'RT @miltsdad: I am 70. Have a chronic medial problem. I do not mind waiting for my turn for the COVID vaccine.  Many others need to go firs\xe2\x80\xa6',True,51241,1340885572437438465
1224014733692399616,1917731,False,214669,750,1078,0,b'RT @thehill: Surgeon general: Immigration status should not be barrier to receiving COVID-19 vaccine https://t.co/LlSnhVkKH8 https://t.co/j\xe2\x80\xa6',True,85,1340885549540810752
1253232424030359553,355989081,False,24295,239,2832,0,"b'RT @ANI: India records 24,337 new COVID-19 cases, 25,709 recoveries, &amp; 333 deaths in the last 24 hours, as per Health Ministry. \n\nTotal cas\xe2\x80\xa6'",True,31,1340885558558486528
998742740392275968,181419468,False,28030,2341,3636,0,b'RT @saba_h: Supermarkets in L.A. County see unprecedented coronavirus infection rates https://t.co/YYOZRgyCji via @skarlamangla',True,13,1340885573142102017
3179103314,-1,False,14600,820,4624,1,"b'Tougher UK coronavirus curbs may last some time, health minister suggests https://t.co/SY6S71zLCX'",False,1,1340885566276075522
340818984,14293310,False,52047,236,361,0,b'RT @TIME: Canada and Europe block U.K. travel in bid to stop spread of new COVID-19 strain https://t.co/qRkYlCS2XN',True,130,1340885571334414344
524600835,-1,False,2777,119,1146,0,b'@murray_nyc @realDonaldTrump Tell me about it!  Plus it really irritates me that he refers to Covid-19 as the \xe2\x80\x9cChin\xe2\x80\xa6 https://t.co/Ot01CmsVmn',False,0,1340885556969017344
502341024,196168350,False,3776,39,542,0,b'RT @AnnCoulter: Is she over 70?  How on earth did AOC get first in line for the vaccine?',True,964,1340885564720078849
1328339419347230720,-1,False,1982,0,18,1,b'$SPY $DIA\n\ntime for stimulation\n\n#Fintwit #StockMarket #Trading \n#StocksToWatch #StockMarketNews https://t.co/pEl3YIvEfQ',False,0,1340885548148383744
139292379,-1,False,941,641,291,2,"b'Sir, need urgent help my brother v critical need ur urgent help. Pls see screenshot for details. @ArvindKejriwal\xe2\x80\xa6 https://t.co/T88pF8WOeK'",False,1,1340885551239467009
2338197726,16799023,False,33153,330,247,0,b'RT @AliAbunimah: You are corrupt and despicable. You denied people relief before the election as a political ploy and you still lost seats.\xe2\x80\xa6',True,161,1340885567094083584
1207049379020001280,21522338,False,40694,242,166,0,b'RT @marwilliamson: No one should be proud of making people so desperate that they\xe2\x80\x99re reduced to saying \xe2\x80\x9cThank you\xe2\x80\x9d for a crumb.',True,458,1340885554364346371
2971071490,1578064406,False,24248,618,507,0,b'RT @_brianpitter: Took a trip to the streets of Kingston for my first YouTube video and asked persons if they would participate in taking t\xe2\x80\xa6',True,32,1340885572106203136
940940460884877312,13218102,False,32175,232,1501,0,b'RT @JohnCornyn: I hope Congress can continue to chart a path forward to both\ngovernment funding and COVID-19 relief \xe2\x80\x93 we are close. Texans\xe2\x80\xa6',True,64,1340885570382270467
715617989656051712,-1,False,116943,11460,5520,5,"b'Because they are ""fuckers"" and cowards. https://t.co/5zwU3H3pkU'",False,1,1340885581148999681
45282372,2423370157,False,12121,503,306,0,b'RT @GreatGameIndia: BREAKING\n\nAn Austrian parliamentary member exposed the defectiveness of the government\xe2\x80\x99s #COVID19 tests by demonstratin\xe2\x80\xa6',True,40,1340885555240861696
327720735,358545917,False,77863,4965,3383,0,"b'RT @Cernovich: $900,000,000,000 (size of coronavirus stimulus)\n\ndivided by \n\n330,000,000 (\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 population) \n\nequals \n\n$2,700 per person. That\xe2\x80\xa6'",True,3627,1340885555572133891
1726471404,997682274,False,62472,223,1260,0,"b'RT @BryanDawsonUSA: Lexington was the 2nd-largest city in Kentucky. Founded in 1775, the \xe2\x80\x9cBlue Grass State\xe2\x80\x9d &amp; \xe2\x80\x9cHorse Capital of the World\xe2\x80\x9d\xe2\x80\xa6'",True,220,1340885547573764098
19370499,-1,False,9474,1054,4248,1,b'The Independent review of COVID-19 (called by the Federal gov and Scott morrison) of the outbreaks at St Basil\xe2\x80\x99s an\xe2\x80\xa6 https://t.co/LJnJoQ9Ksi',False,1,1340885564061446148
234259188,1254412448,False,41521,86,622,0,"b""RT @BeijingPalmer: the pharma bro story did not include the bit where she was like 'my man will save us from the coronavirus' https://t.co/\xe2\x80\xa6""",True,1011,1340885563818135553
1158070867487838208,802690892628774913,False,95995,215,1422,0,b'RT @balloon_wanted: MNH Entertainment shares that Chungha is asymptomatic following testing positive for COVID-19 earlier this month\n\nChung\xe2\x80\xa6',True,402,1340885571590377472
811053321632915460,18831926,False,241317,5872,6120,0,b'RT @DrEricDing: 2) US still has not acted to impose any travel restrictions from UK yet. Meanwhile...',True,97,1340885567920250880
